year,target,source,rule,source_label
2009,ENPROBS,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,COGABIL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,GOALSET,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,SELFREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,DIGINTLRN,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,INTICT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,FEELSAFE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,TEACHSUP_2022,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,TEACHSUP_2025,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,DISCLISCI,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,JOYSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,EFFSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,ANXMAT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,ST273Q06JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2009,ST097Q06DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,pisa_year,constant,Ciclo,
2012,fila_origen,row,Fila base cero en el extracto histórico del ciclo; ver fuentes.json,
2012,CNTSCHID,SCHOOLID,ID solo dentro del ciclo,School ID 7-digit (region ID + stratum ID + 3-digit school ID)
2012,W_FSTUWT,W_FSTUWT,Peso general; en 2000 usar peso específico por materia,FINAL STUDENT WEIGHT
2012,math_exploracion,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH",Media de todos los PV; nula si falta alguno; no es nota individual,
2012,numero_pv_math,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH","Número de PV por diseño, no número de respuestas",
2012,peso_math,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL STUDENT WEIGHT
2012,read_exploracion,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ",Media de todos los PV; nula si falta alguno; no es nota individual,
2012,numero_pv_read,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ","Número de PV por diseño, no número de respuestas",
2012,peso_read,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL STUDENT WEIGHT
2012,scie_exploracion,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE",Media de todos los PV; nula si falta alguno; no es nota individual,
2012,numero_pv_scie,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE","Número de PV por diseño, no número de respuestas",
2012,peso_scie,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL STUDENT WEIGHT
2012,AGE,AGE,Edad en años; en 2000 meses / 12,Age of student
2012,ESCS,ESCS,"Mismo constructo, índice original NO reescalado entre ciclos","Index of economic, social and cultural status"
2012,HISEI,HISEI,"Mismo constructo, índice original NO reescalado entre ciclos",Highest parental occupational status
2012,HOMEPOS,HOMEPOS,"Mismo constructo, índice original NO reescalado entre ciclos",Home Possessions
2012,GRADE,GRADE,"Mismo constructo, índice original NO reescalado entre ciclos",Grade compared to modal grade in country
2012,BELONG,BELONG,"Mismo constructo, índice original NO reescalado entre ciclos",Sense of Belonging to School
2012,ANXMAT,ANXMAT,"Mismo constructo, índice original NO reescalado entre ciclos",Mathematics Anxiety
2012,sexo,ST04Q01,1 femenino / 2 masculino; No varón no tiene idéntica definición en 2025,Gender
2012,origen,IMMIG,Clasificación migratoria; nulos preservados,Immigration status
2012,educacion_familiar,HISCED,"ISCED anterior: 0–2 bajo, 3–4 medio, 5–6 terciario; no comparar códigos con 2022/2025",Highest educational level of parents
2012,PAREDINT,PARED,Años de educación parental; escalas de equivalencia pueden cambiar,Highest parental education in years
2012,repeticion,REPEAT,0 no / 1 sí; verificar nombres frente a la versión reciente,Grade Repetition
2012,nivel_socioeconomico,"ESCS,W_FSTUWT",Cuartiles ponderados dentro del ciclo; no renta ni puntos de corte fijos,
2012,aviso_ciclo,methodology,Advertencia visible,
2012,region,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,sector,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,FAMSUP,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,BULLIED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST016Q01NA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,recursos_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,posesiones_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,apoyo_familiar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST438Q01DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST438Q02DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST438Q03DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST438Q04DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,IC170Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,IC171Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST436Q16DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,IC182Q05DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,AIUSESCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTHOME,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTQUAL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTFEED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTOUT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTWKDY,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTWKEND,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTINFO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTDISTR,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTRES,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ICTAVSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST255Q01JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST296Q04JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST322Q02JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,SKIPPING,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,TARDYSD,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,EXERPRAC,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,BSMJ,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,SISCO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,PERSEV,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,CURIO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ENPROBS,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,COGABIL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,GOALSET,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,SELFREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,DIGINTLRN,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,INTICT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,FEELSAFE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,TEACHSUP_2022,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,TEACHSUP_2025,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,DISCLISCI,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,JOYSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,EFFSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST273Q06JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2012,ST097Q06DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,pisa_year,constant,Ciclo,
2015,fila_origen,row,Fila base cero en el extracto histórico del ciclo; ver fuentes.json,
2015,CNTSCHID,CNTSCHID,ID solo dentro del ciclo,Intl. School ID
2015,W_FSTUWT,W_FSTUWT,Peso general; en 2000 usar peso específico por materia,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2015,math_exploracion,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH",Media de todos los PV; nula si falta alguno; no es nota individual,
2015,numero_pv_math,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH","Número de PV por diseño, no número de respuestas",
2015,peso_math,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2015,read_exploracion,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ",Media de todos los PV; nula si falta alguno; no es nota individual,
2015,numero_pv_read,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ","Número de PV por diseño, no número de respuestas",
2015,peso_read,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2015,scie_exploracion,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE",Media de todos los PV; nula si falta alguno; no es nota individual,
2015,numero_pv_scie,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE","Número de PV por diseño, no número de respuestas",
2015,peso_scie,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2015,AGE,AGE,Edad en años; en 2000 meses / 12,Age
2015,ESCS,ESCS,"Mismo constructo, índice original NO reescalado entre ciclos","Index of economic, social and cultural status (WLE)"
2015,HISEI,HISEI,"Mismo constructo, índice original NO reescalado entre ciclos",Index highest parental occupational status
2015,HOMEPOS,HOMEPOS,"Mismo constructo, índice original NO reescalado entre ciclos",Home possessions (WLE)
2015,GRADE,GRADE,"Mismo constructo, índice original NO reescalado entre ciclos",Grade compared to modal grade in country
2015,BELONG,BELONG,"Mismo constructo, índice original NO reescalado entre ciclos",Subjective well-being: Sense of Belonging to School (WLE)
2015,BSMJ,BSMJ,"Mismo constructo, índice original NO reescalado entre ciclos",Students’ expected occupational status (SEI)
2015,ICTRES,ICTRES,"Mismo constructo, índice original NO reescalado entre ciclos",ICT Resources (WLE)
2015,sexo,ST004D01T,1 femenino / 2 masculino; No varón no tiene idéntica definición en 2025,Student (Standardized) Gender
2015,origen,IMMIG,Clasificación migratoria; nulos preservados,Index Immigration status
2015,educacion_familiar,HISCED,"ISCED anterior: 0–2 bajo, 3–4 medio, 5–6 terciario; no comparar códigos con 2022/2025",Highest Education of parents (ISCED)
2015,PAREDINT,PARED,Años de educación parental; escalas de equivalencia pueden cambiar,Index highest parental education in years of schooling
2015,repeticion,REPEAT,0 no / 1 sí; verificar nombres frente a la versión reciente,Grade Repetition
2015,nivel_socioeconomico,"ESCS,W_FSTUWT",Cuartiles ponderados dentro del ciclo; no renta ni puntos de corte fijos,
2015,aviso_ciclo,methodology,Advertencia visible,
2015,region,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,sector,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,FAMSUP,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,BULLIED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST016Q01NA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,recursos_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,posesiones_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,apoyo_familiar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST438Q01DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST438Q02DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST438Q03DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST438Q04DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,IC170Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,IC171Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST436Q16DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,IC182Q05DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,AIUSESCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTHOME,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTQUAL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTFEED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTOUT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTWKDY,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTWKEND,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTINFO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTDISTR,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ICTAVSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST255Q01JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST296Q04JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST322Q02JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,SKIPPING,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,TARDYSD,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,EXERPRAC,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,SISCO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,PERSEV,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,CURIO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ENPROBS,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,COGABIL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,GOALSET,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,SELFREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,DIGINTLRN,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,INTICT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,FEELSAFE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,TEACHSUP_2022,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,TEACHSUP_2025,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,DISCLISCI,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,JOYSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,EFFSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ANXMAT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST273Q06JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2015,ST097Q06DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,pisa_year,constant,Ciclo,
2018,fila_origen,row,Fila base cero en el extracto histórico del ciclo; ver fuentes.json,
2018,CNTSCHID,CNTSCHID,ID solo dentro del ciclo,Intl. School ID
2018,W_FSTUWT,W_FSTUWT,Peso general; en 2000 usar peso específico por materia,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2018,math_exploracion,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH",Media de todos los PV; nula si falta alguno; no es nota individual,
2018,numero_pv_math,"PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH","Número de PV por diseño, no número de respuestas",
2018,peso_math,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2018,read_exploracion,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ",Media de todos los PV; nula si falta alguno; no es nota individual,
2018,numero_pv_read,"PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ","Número de PV por diseño, no número de respuestas",
2018,peso_read,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2018,scie_exploracion,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE",Media de todos los PV; nula si falta alguno; no es nota individual,
2018,numero_pv_scie,"PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE","Número de PV por diseño, no número de respuestas",
2018,peso_scie,W_FSTUWT,Peso del archivo de la materia en 2000; peso final en el resto,FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT
2018,AGE,AGE,Edad en años; en 2000 meses / 12,Age
2018,ESCS,ESCS,"Mismo constructo, índice original NO reescalado entre ciclos","Index of economic, social and cultural status"
2018,HISEI,HISEI,"Mismo constructo, índice original NO reescalado entre ciclos",Index highest parental occupational status
2018,HOMEPOS,HOMEPOS,"Mismo constructo, índice original NO reescalado entre ciclos",Home possessions (WLE)
2018,GRADE,GRADE,"Mismo constructo, índice original NO reescalado entre ciclos",Grade compared to modal grade in country
2018,BELONG,BELONG,"Mismo constructo, índice original NO reescalado entre ciclos",Subjective well-being: Sense of belonging to school (WLE)
2018,BSMJ,BSMJ,"Mismo constructo, índice original NO reescalado entre ciclos",Student’s expected occupational status (SEI)
2018,ICTRES,ICTRES,"Mismo constructo, índice original NO reescalado entre ciclos",ICT resources (WLE)
2018,sexo,ST004D01T,1 femenino / 2 masculino; No varón no tiene idéntica definición en 2025,Student (Standardized) Gender
2018,origen,IMMIG,Clasificación migratoria; nulos preservados,Index Immigration status
2018,educacion_familiar,HISCED,"ISCED anterior: 0–2 bajo, 3–4 medio, 5–6 terciario; no comparar códigos con 2022/2025",Highest Education of parents (ISCED)
2018,PAREDINT,PARED,Años de educación parental; escalas de equivalencia pueden cambiar,Index highest parental education in years of schooling
2018,repeticion,REPEAT,0 no / 1 sí; verificar nombres frente a la versión reciente,Grade Repetition
2018,nivel_socioeconomico,"ESCS,W_FSTUWT",Cuartiles ponderados dentro del ciclo; no renta ni puntos de corte fijos,
2018,aviso_ciclo,methodology,Advertencia visible,
2018,region,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,sector,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,FAMSUP,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,BULLIED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST016Q01NA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,recursos_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,posesiones_hogar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,apoyo_familiar,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST438Q01DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST438Q02DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST438Q03DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST438Q04DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,IC170Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,IC171Q10DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST436Q16DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,IC182Q05DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,AIUSESCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTHOME,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTQUAL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTFEED,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTOUT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTWKDY,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTWKEND,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTINFO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTDISTR,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ICTAVSCH,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST255Q01JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST296Q04JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST322Q02JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,SKIPPING,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,TARDYSD,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,EXERPRAC,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,SISCO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,PERSEV,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,CURIO,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ENPROBS,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,COGABIL,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,GOALSET,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,SELFREG,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,DIGINTLRN,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,INTICT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,FEELSAFE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,TEACHSUP_2022,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,TEACHSUP_2025,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,DISCLISCI,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,JOYSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,EFFSCIE,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ANXMAT,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST273Q06JA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
2018,ST097Q06DA,,No integrado: ausente o correspondencia histórica no validada; NO equivale a cero,
